Configuration,Hemisphere,Region Name,Metric,Statistic,p-value,p-value (corrected)
With FLAIR,Left,G&S_cingul-Ant,Gray Matter Volume,0.4588235294117647,1.915138795035636e-08,0.00013605145999933158
With FLAIR,Left,G&S_cingul-Mid-Post,Gray Matter Volume,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR,Left,G&S_frontomargin,Average Thickness,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR,Left,G&S_frontomargin,Gray Matter Volume,0.611764705882353,3.6463809436111864e-15,2.590389022341387e-11
With FLAIR,Left,G&S_frontomargin,Thickness StdDev,0.4588235294117647,1.915138795035636e-08,0.00013605145999933158
With FLAIR,Left,G&S_occipital_inf,Average Thickness,0.788235294117647,1.8905180363248972e-26,1.343024013005207e-22
With FLAIR,Left,G&S_occipital_inf,Gray Matter Volume,0.6588235294117647,9.457315334732807e-18,6.718476813794187e-14
With FLAIR,Left,G&S_occipital_inf,Thickness StdDev,0.4235294117647059,3.223678374248977e-07,0.0022901011170664734
With FLAIR,Left,G&S_paracentral,Average Thickness,0.8941176470588236,5.7622306992498864e-36,4.093488688747119e-32
With FLAIR,Left,G&S_paracentral,Gray Matter Volume,0.8117647058823529,2.455218228993373e-28,1.7441870298768922e-24
With FLAIR,Left,G&S_subcentral,Average Thickness,0.6470588235294118,4.444938207324419e-17,3.1576841024832675e-13
With FLAIR,Left,G&S_subcentral,Gray Matter Volume,0.5882352941176471,5.709190734568372e-14,4.055809097837372e-10
With FLAIR,Left,G&S_subcentral,Thickness StdDev,0.47058823529411764,7.047710765731141e-09,5.0066937279754025e-05
With FLAIR,Left,G&S_transv_frontopol,Average Thickness,0.7647058823529411,1.1418728939402379e-24,8.11186503855145e-21
With FLAIR,Left,G&S_transv_frontopol,Gray Matter Volume,0.7294117647058823,3.5545710131521912e-22,2.5251672477433167e-18
With FLAIR,Left,G_Ins_lg&S_cent_ins,Average Thickness,0.5058823529411764,2.9295268491553263e-10,2.081135873639944e-06
With FLAIR,Left,G_Ins_lg&S_cent_ins,Gray Matter Volume,0.6,1.4692770272786253e-14,1.0437744001787354e-10
With FLAIR,Left,G_cingul-Post-dorsal,Average Thickness,0.6941176470588235,7.090890671294544e-20,5.037368732887644e-16
With FLAIR,Left,G_cingul-Post-dorsal,Gray Matter Volume,0.5176470588235295,9.537994392598736e-11,6.775791216502142e-07
With FLAIR,Left,G_cingul-Post-ventral,Average Thickness,0.9294117647058824,6.706172360175771e-40,4.7640648446688675e-36
With FLAIR,Left,G_cingul-Post-ventral,Gray Matter Volume,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Left,G_cuneus,Average Thickness,0.6470588235294118,4.444938207324419e-17,3.1576841024832675e-13
With FLAIR,Left,G_cuneus,Gray Matter Volume,0.5882352941176471,5.709190734568372e-14,4.055809097837372e-10
With FLAIR,Left,G_front_inf-Opercular,Average Thickness,0.8470588235294118,2.173068559428947e-31,1.543747904618324e-27
With FLAIR,Left,G_front_inf-Opercular,Gray Matter Volume,0.7294117647058823,3.5545710131521912e-22,2.5251672477433167e-18
With FLAIR,Left,G_front_inf-Opercular,Thickness StdDev,0.4823529411764706,2.517039559189693e-09,1.7881049028483578e-05
With FLAIR,Left,G_front_inf-Orbital,Average Thickness,0.8823529411764706,9.277191425792317e-35,6.590516788882862e-31
With FLAIR,Left,G_front_inf-Orbital,Gray Matter Volume,0.788235294117647,1.8905180363248972e-26,1.343024013005207e-22
With FLAIR,Left,G_front_inf-Orbital,Thickness StdDev,0.7764705882352941,1.5124144290599178e-25,1.0744192104041655e-21
With FLAIR,Left,G_front_inf-Triangul,Average Thickness,0.8588235294117647,1.787967802061792e-32,1.2701723265846971e-28
With FLAIR,Left,G_front_inf-Triangul,Gray Matter Volume,0.5764705882352941,2.1409465254631397e-13,1.5209284116890145e-09
With FLAIR,Left,G_front_inf-Triangul,Thickness StdDev,0.5411764705882353,9.185150207787391e-12,6.525130707612163e-08
With FLAIR,Left,G_front_middle,Average Thickness,0.9411764705882353,2.4386081309730076e-41,1.7323872162432247e-37
With FLAIR,Left,G_front_middle,Gray Matter Volume,0.8352941176470589,2.4369411702167477e-30,1.7312030073219777e-26
With FLAIR,Left,G_front_sup,Average Thickness,0.7647058823529411,1.1418728939402379e-24,8.11186503855145e-21
With FLAIR,Left,G_front_sup,Gray Matter Volume,0.8235294117647058,2.5344188170254173e-29,1.8004511276148565e-25
With FLAIR,Left,G_insular_short,Average Thickness,0.6823529411764706,3.7818083580237564e-19,2.6865966575400766e-15
With FLAIR,Left,G_insular_short,Gray Matter Volume,0.7529411764705882,8.156234956715985e-24,5.794189313251036e-20
With FLAIR,Left,G_oc-temp_lat-fusifor,Average Thickness,0.9647058823529412,1.7593305901255375e-44,1.2498284512251818e-40
With FLAIR,Left,G_oc-temp_lat-fusifor,Gray Matter Volume,0.8588235294117647,1.787967802061792e-32,1.2701723265846971e-28
With FLAIR,Left,G_oc-temp_lat-fusifor,Thickness StdDev,0.8941176470588236,5.7622306992498864e-36,4.093488688747119e-32
With FLAIR,Left,G_oc-temp_med-Lingual,Average Thickness,0.9764705882352941,3.1416617680813167e-46,2.2318365200449675e-42
With FLAIR,Left,G_oc-temp_med-Lingual,Gray Matter Volume,0.8941176470588236,5.7622306992498864e-36,4.093488688747119e-32
With FLAIR,Left,G_oc-temp_med-Lingual,Thickness StdDev,0.8117647058823529,2.455218228993373e-28,1.7441870298768922e-24
With FLAIR,Left,G_oc-temp_med-Parahip,Average Thickness,0.9647058823529412,1.7593305901255375e-44,1.2498284512251818e-40
With FLAIR,Left,G_oc-temp_med-Parahip,Gray Matter Volume,0.8117647058823529,2.455218228993373e-28,1.7441870298768922e-24
With FLAIR,Left,G_occipital_middle,Average Thickness,0.6352941176470588,2.0073914484690925e-16,1.4260508849924432e-12
With FLAIR,Left,G_occipital_middle,Gray Matter Volume,0.5294117647058824,3.0081366930503705e-11,2.1369803067429833e-07
With FLAIR,Left,G_occipital_middle,Thickness StdDev,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR,Left,G_occipital_sup,Average Thickness,0.6352941176470588,2.0073914484690925e-16,1.4260508849924432e-12
With FLAIR,Left,G_occipital_sup,Gray Matter Volume,0.5764705882352941,2.1409465254631397e-13,1.5209284116890145e-09
With FLAIR,Left,G_occipital_sup,Thickness StdDev,0.6,1.4692770272786253e-14,1.0437744001787354e-10
With FLAIR,Left,G_orbital,Average Thickness,1.0,2.1870252475331128e-50,1.5536627358475233e-46
With FLAIR,Left,G_orbital,Gray Matter Volume,0.9882352941176471,3.717942920806292e-48,2.6412266509407896e-44
With FLAIR,Left,G_orbital,Thickness StdDev,0.43529411764705883,1.2947560683459007e-07,0.0009197947109529279
With FLAIR,Left,G_pariet_inf-Angular,Average Thickness,0.788235294117647,1.8905180363248972e-26,1.343024013005207e-22
With FLAIR,Left,G_pariet_inf-Angular,Gray Matter Volume,0.611764705882353,3.6463809436111864e-15,2.590389022341387e-11
With FLAIR,Left,G_pariet_inf-Supramar,Average Thickness,0.611764705882353,3.6463809436111864e-15,2.590389022341387e-11
With FLAIR,Left,G_pariet_inf-Supramar,Gray Matter Volume,0.5882352941176471,5.709190734568372e-14,4.055809097837372e-10
With FLAIR,Left,G_parietal_sup,Average Thickness,0.8588235294117647,1.787967802061792e-32,1.2701723265846971e-28
With FLAIR,Left,G_parietal_sup,Gray Matter Volume,0.8,2.224138866264585e-27,1.580028250594361e-23
With FLAIR,Left,G_parietal_sup,Thickness StdDev,0.5058823529411764,2.9295268491553263e-10,2.081135873639944e-06
With FLAIR,Left,G_postcentral,Average Thickness,0.9764705882352941,3.1416617680813167e-46,2.2318365200449675e-42
With FLAIR,Left,G_postcentral,Gray Matter Volume,0.8117647058823529,2.455218228993373e-28,1.7441870298768922e-24
With FLAIR,Left,G_precentral,Average Thickness,0.9529411764705882,7.34520521377412e-43,5.2180337838651346e-39
With FLAIR,Left,G_precentral,Gray Matter Volume,0.8,2.224138866264585e-27,1.580028250594361e-23
With FLAIR,Left,G_precuneus,Average Thickness,0.7647058823529411,1.1418728939402379e-24,8.11186503855145e-21
With FLAIR,Left,G_precuneus,Gray Matter Volume,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Left,G_rectus,Average Thickness,0.8588235294117647,1.787967802061792e-32,1.2701723265846971e-28
With FLAIR,Left,G_rectus,Gray Matter Volume,0.8,2.224138866264585e-27,1.580028250594361e-23
With FLAIR,Left,G_rectus,Thickness StdDev,0.5647058823529412,7.753698227352993e-13,5.508227220711566e-09
With FLAIR,Left,G_subcallosal,Average Thickness,0.788235294117647,1.8905180363248972e-26,1.343024013005207e-22
With FLAIR,Left,G_subcallosal,Gray Matter Volume,0.5882352941176471,5.709190734568372e-14,4.055809097837372e-10
With FLAIR,Left,G_subcallosal,Thickness StdDev,0.5882352941176471,5.709190734568372e-14,4.055809097837372e-10
With FLAIR,Left,G_temp_sup-G_T_transv,Average Thickness,0.43529411764705883,1.2947560683459007e-07,0.0009197947109529279
With FLAIR,Left,G_temp_sup-G_T_transv,Gray Matter Volume,0.4,1.8356003919252995e-06,0.013040105184237328
With FLAIR,Left,G_temp_sup-G_T_transv,Thickness StdDev,0.5647058823529412,7.753698227352993e-13,5.508227220711566e-09
With FLAIR,Left,G_temp_sup-Lateral,Average Thickness,0.6941176470588235,7.090890671294544e-20,5.037368732887644e-16
With FLAIR,Left,G_temp_sup-Lateral,Gray Matter Volume,0.8235294117647058,2.5344188170254173e-29,1.8004511276148565e-25
With FLAIR,Left,G_temp_sup-Plan_polar,Average Thickness,0.6470588235294118,4.444938207324419e-17,3.1576841024832675e-13
With FLAIR,Left,G_temp_sup-Plan_polar,Gray Matter Volume,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR,Left,G_temporal_inf,Average Thickness,0.9647058823529412,1.7593305901255375e-44,1.2498284512251818e-40
With FLAIR,Left,G_temporal_inf,Gray Matter Volume,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Left,G_temporal_inf,Thickness StdDev,0.8941176470588236,5.7622306992498864e-36,4.093488688747119e-32
With FLAIR,Left,G_temporal_middle,Average Thickness,0.7764705882352941,1.5124144290599178e-25,1.0744192104041655e-21
With FLAIR,Left,G_temporal_middle,Gray Matter Volume,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Left,Lat_Fis-ant-Horizont,Average Thickness,0.5176470588235295,9.537994392598736e-11,6.775791216502142e-07
With FLAIR,Left,Pole_occipital,Average Thickness,0.8705882352941177,1.349409661933428e-33,9.586206238375073e-30
With FLAIR,Left,Pole_occipital,Gray Matter Volume,0.8352941176470589,2.4369411702167477e-30,1.7312030073219777e-26
With FLAIR,Left,Pole_temporal,Average Thickness,0.4823529411764706,2.517039559189693e-09,1.7881049028483578e-05
With FLAIR,Left,Pole_temporal,Gray Matter Volume,0.6823529411764706,3.7818083580237564e-19,2.6865966575400766e-15
With FLAIR,Left,Pole_temporal,Thickness StdDev,0.5058823529411764,2.9295268491553263e-10,2.081135873639944e-06
With FLAIR,Left,S_circular_insula_ant,Average Thickness,0.6235294117647059,8.71960660428762e-16,6.194408531685925e-12
With FLAIR,Left,S_circular_insula_ant,Thickness StdDev,0.43529411764705883,1.2947560683459007e-07,0.0009197947109529279
With FLAIR,Left,S_circular_insula_sup,Average Thickness,0.5882352941176471,5.709190734568372e-14,4.055809097837372e-10
With FLAIR,Left,S_front_inf,Average Thickness,0.5294117647058824,3.0081366930503705e-11,2.1369803067429833e-07
With FLAIR,Left,S_front_inf,Thickness StdDev,0.38823529411764707,4.200700896905974e-06,0.02984177917162004
With FLAIR,Left,S_front_middle,Average Thickness,0.5294117647058824,3.0081366930503705e-11,2.1369803067429833e-07
With FLAIR,Left,S_front_middle,Thickness StdDev,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR,Left,S_interm_prim-Jensen,Average Thickness,0.4470588235294118,5.052706608179125e-08,0.00035894427744504506
With FLAIR,Left,S_oc-temp_lat,Average Thickness,0.4,1.8356003919252995e-06,0.013040105184237328
With FLAIR,Left,S_oc_middle&Lunatus,Average Thickness,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR,Left,S_oc_sup&transversal,Average Thickness,0.38823529411764707,4.200700896905974e-06,0.02984177917162004
With FLAIR,Left,S_orbital-H_Shaped,Gray Matter Volume,0.611764705882353,3.6463809436111864e-15,2.590389022341387e-11
With FLAIR,Left,S_orbital_lateral,Average Thickness,0.6823529411764706,3.7818083580237564e-19,2.6865966575400766e-15
With FLAIR,Left,S_orbital_med-olfact,Thickness StdDev,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR,Left,S_precentral-inf-part,Average Thickness,0.4,1.8356003919252995e-06,0.013040105184237328
With FLAIR,Left,S_precentral-sup-part,Thickness StdDev,0.4470588235294118,5.052706608179125e-08,0.00035894427744504506
With FLAIR,Left,S_suborbital,Average Thickness,0.6,1.4692770272786253e-14,1.0437744001787354e-10
With FLAIR,Left,S_subparietal,Average Thickness,0.5529411764705883,2.7137943795735474e-12,1.927879527249048e-08
With FLAIR,Left,S_temporal_inf,Average Thickness,0.5647058823529412,7.753698227352993e-13,5.508227220711566e-09
With FLAIR,Left,S_temporal_sup,Average Thickness,0.5411764705882353,9.185150207787391e-12,6.525130707612163e-08
With FLAIR,Right,G&S_cingul-Ant,Average Thickness,0.4,1.8356003919252995e-06,0.013040105184237328
With FLAIR,Right,G&S_cingul-Ant,Gray Matter Volume,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR,Right,G&S_cingul-Ant,Thickness StdDev,0.7058823529411765,1.2714700514045389e-20,9.032523245177844e-17
With FLAIR,Right,G&S_frontomargin,Gray Matter Volume,0.4588235294117647,1.915138795035636e-08,0.00013605145999933158
With FLAIR,Right,G&S_frontomargin,Thickness StdDev,0.611764705882353,3.6463809436111864e-15,2.590389022341387e-11
With FLAIR,Right,G&S_occipital_inf,Average Thickness,0.7529411764705882,8.156234956715985e-24,5.794189313251036e-20
With FLAIR,Right,G&S_occipital_inf,Gray Matter Volume,0.6,1.4692770272786253e-14,1.0437744001787354e-10
With FLAIR,Right,G&S_occipital_inf,Thickness StdDev,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR,Right,G&S_paracentral,Average Thickness,0.8941176470588236,5.7622306992498864e-36,4.093488688747119e-32
With FLAIR,Right,G&S_paracentral,Gray Matter Volume,0.8588235294117647,1.787967802061792e-32,1.2701723265846971e-28
With FLAIR,Right,G&S_subcentral,Average Thickness,0.5647058823529412,7.753698227352993e-13,5.508227220711566e-09
With FLAIR,Right,G&S_subcentral,Gray Matter Volume,0.6823529411764706,3.7818083580237564e-19,2.6865966575400766e-15
With FLAIR,Right,G&S_transv_frontopol,Average Thickness,0.5764705882352941,2.1409465254631397e-13,1.5209284116890145e-09
With FLAIR,Right,G&S_transv_frontopol,Gray Matter Volume,0.7176470588235294,2.177174745555717e-21,1.5466649392427815e-17
With FLAIR,Right,G&S_transv_frontopol,Thickness StdDev,0.4823529411764706,2.517039559189693e-09,1.7881049028483578e-05
With FLAIR,Right,G_Ins_lg&S_cent_ins,Gray Matter Volume,0.47058823529411764,7.047710765731141e-09,5.0066937279754025e-05
With FLAIR,Right,G_cingul-Post-dorsal,Average Thickness,0.6470588235294118,4.444938207324419e-17,3.1576841024832675e-13
With FLAIR,Right,G_cingul-Post-dorsal,Gray Matter Volume,0.5058823529411764,2.9295268491553263e-10,2.081135873639944e-06
With FLAIR,Right,G_cingul-Post-ventral,Average Thickness,0.9176470588235294,1.5711603815268947e-38,1.116152335036706e-34
With FLAIR,Right,G_cingul-Post-ventral,Gray Matter Volume,0.8,2.224138866264585e-27,1.580028250594361e-23
With FLAIR,Right,G_cuneus,Average Thickness,0.7176470588235294,2.177174745555717e-21,1.5466649392427815e-17
With FLAIR,Right,G_cuneus,Gray Matter Volume,0.6,1.4692770272786253e-14,1.0437744001787354e-10
With FLAIR,Right,G_front_inf-Opercular,Average Thickness,0.7647058823529411,1.1418728939402379e-24,8.11186503855145e-21
With FLAIR,Right,G_front_inf-Opercular,Gray Matter Volume,0.6941176470588235,7.090890671294544e-20,5.037368732887644e-16
With FLAIR,Right,G_front_inf-Opercular,Thickness StdDev,0.5529411764705883,2.7137943795735474e-12,1.927879527249048e-08
With FLAIR,Right,G_front_inf-Orbital,Average Thickness,0.788235294117647,1.8905180363248972e-26,1.343024013005207e-22
With FLAIR,Right,G_front_inf-Orbital,Gray Matter Volume,0.6705882352941176,1.9314235542764183e-18,1.3720832929579676e-14
With FLAIR,Right,G_front_inf-Orbital,Thickness StdDev,0.47058823529411764,7.047710765731141e-09,5.0066937279754025e-05
With FLAIR,Right,G_front_inf-Triangul,Average Thickness,0.6705882352941176,1.9314235542764183e-18,1.3720832929579676e-14
With FLAIR,Right,G_front_inf-Triangul,Gray Matter Volume,0.43529411764705883,1.2947560683459007e-07,0.0009197947109529279
With FLAIR,Right,G_front_middle,Average Thickness,0.8470588235294118,2.173068559428947e-31,1.543747904618324e-27
With FLAIR,Right,G_front_middle,Gray Matter Volume,0.7176470588235294,2.177174745555717e-21,1.5466649392427815e-17
With FLAIR,Right,G_front_middle,Thickness StdDev,0.6235294117647059,8.71960660428762e-16,6.194408531685925e-12
With FLAIR,Right,G_front_sup,Average Thickness,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Right,G_front_sup,Gray Matter Volume,0.7647058823529411,1.1418728939402379e-24,8.11186503855145e-21
With FLAIR,Right,G_front_sup,Thickness StdDev,0.43529411764705883,1.2947560683459007e-07,0.0009197947109529279
With FLAIR,Right,G_insular_short,Average Thickness,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Right,G_insular_short,Gray Matter Volume,0.8117647058823529,2.455218228993373e-28,1.7441870298768922e-24
With FLAIR,Right,G_oc-temp_lat-fusifor,Average Thickness,0.9647058823529412,1.7593305901255375e-44,1.2498284512251818e-40
With FLAIR,Right,G_oc-temp_lat-fusifor,Gray Matter Volume,0.7764705882352941,1.5124144290599178e-25,1.0744192104041655e-21
With FLAIR,Right,G_oc-temp_lat-fusifor,Thickness StdDev,0.7529411764705882,8.156234956715985e-24,5.794189313251036e-20
With FLAIR,Right,G_oc-temp_med-Lingual,Average Thickness,1.0,2.1870252475331128e-50,1.5536627358475233e-46
With FLAIR,Right,G_oc-temp_med-Lingual,Gray Matter Volume,0.9058823529411765,3.201239277361048e-37,2.2741603826372886e-33
With FLAIR,Right,G_oc-temp_med-Lingual,Thickness StdDev,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Right,G_oc-temp_med-Parahip,Average Thickness,0.9764705882352941,3.1416617680813167e-46,2.2318365200449675e-42
With FLAIR,Right,G_oc-temp_med-Parahip,Gray Matter Volume,0.8235294117647058,2.5344188170254173e-29,1.8004511276148565e-25
With FLAIR,Right,G_occipital_middle,Average Thickness,0.6823529411764706,3.7818083580237564e-19,2.6865966575400766e-15
With FLAIR,Right,G_occipital_middle,Gray Matter Volume,0.5058823529411764,2.9295268491553263e-10,2.081135873639944e-06
With FLAIR,Right,G_occipital_middle,Thickness StdDev,0.43529411764705883,1.2947560683459007e-07,0.0009197947109529279
With FLAIR,Right,G_occipital_sup,Average Thickness,0.6588235294117647,9.457315334732807e-18,6.718476813794187e-14
With FLAIR,Right,G_occipital_sup,Gray Matter Volume,0.6470588235294118,4.444938207324419e-17,3.1576841024832675e-13
With FLAIR,Right,G_occipital_sup,Thickness StdDev,0.5176470588235295,9.537994392598736e-11,6.775791216502142e-07
With FLAIR,Right,G_orbital,Average Thickness,0.9764705882352941,3.1416617680813167e-46,2.2318365200449675e-42
With FLAIR,Right,G_orbital,Gray Matter Volume,0.9764705882352941,3.1416617680813167e-46,2.2318365200449675e-42
With FLAIR,Right,G_pariet_inf-Angular,Average Thickness,0.7294117647058823,3.5545710131521912e-22,2.5251672477433167e-18
With FLAIR,Right,G_pariet_inf-Angular,Gray Matter Volume,0.611764705882353,3.6463809436111864e-15,2.590389022341387e-11
With FLAIR,Right,G_pariet_inf-Supramar,Average Thickness,0.5647058823529412,7.753698227352993e-13,5.508227220711566e-09
With FLAIR,Right,G_pariet_inf-Supramar,Gray Matter Volume,0.6,1.4692770272786253e-14,1.0437744001787354e-10
With FLAIR,Right,G_parietal_sup,Average Thickness,0.8588235294117647,1.787967802061792e-32,1.2701723265846971e-28
With FLAIR,Right,G_parietal_sup,Gray Matter Volume,0.7294117647058823,3.5545710131521912e-22,2.5251672477433167e-18
With FLAIR,Right,G_parietal_sup,Thickness StdDev,0.5882352941176471,5.709190734568372e-14,4.055809097837372e-10
With FLAIR,Right,G_postcentral,Average Thickness,0.8470588235294118,2.173068559428947e-31,1.543747904618324e-27
With FLAIR,Right,G_postcentral,Gray Matter Volume,0.7647058823529411,1.1418728939402379e-24,8.11186503855145e-21
With FLAIR,Right,G_precentral,Average Thickness,0.8235294117647058,2.5344188170254173e-29,1.8004511276148565e-25
With FLAIR,Right,G_precentral,Gray Matter Volume,0.7294117647058823,3.5545710131521912e-22,2.5251672477433167e-18
With FLAIR,Right,G_precuneus,Average Thickness,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Right,G_precuneus,Gray Matter Volume,0.6235294117647059,8.71960660428762e-16,6.194408531685925e-12
With FLAIR,Right,G_rectus,Average Thickness,0.6235294117647059,8.71960660428762e-16,6.194408531685925e-12
With FLAIR,Right,G_rectus,Gray Matter Volume,0.6588235294117647,9.457315334732807e-18,6.718476813794187e-14
With FLAIR,Right,G_subcallosal,Average Thickness,0.7176470588235294,2.177174745555717e-21,1.5466649392427815e-17
With FLAIR,Right,G_subcallosal,Gray Matter Volume,0.5764705882352941,2.1409465254631397e-13,1.5209284116890145e-09
With FLAIR,Right,G_temp_sup-G_T_transv,Average Thickness,0.47058823529411764,7.047710765731141e-09,5.0066937279754025e-05
With FLAIR,Right,G_temp_sup-G_T_transv,Gray Matter Volume,0.4823529411764706,2.517039559189693e-09,1.7881049028483578e-05
With FLAIR,Right,G_temp_sup-G_T_transv,Thickness StdDev,0.5764705882352941,2.1409465254631397e-13,1.5209284116890145e-09
With FLAIR,Right,G_temp_sup-Lateral,Average Thickness,0.8235294117647058,2.5344188170254173e-29,1.8004511276148565e-25
With FLAIR,Right,G_temp_sup-Lateral,Gray Matter Volume,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Right,G_temp_sup-Plan_polar,Average Thickness,0.7058823529411765,1.2714700514045389e-20,9.032523245177844e-17
With FLAIR,Right,G_temporal_inf,Average Thickness,0.8941176470588236,5.7622306992498864e-36,4.093488688747119e-32
With FLAIR,Right,G_temporal_inf,Gray Matter Volume,0.7764705882352941,1.5124144290599178e-25,1.0744192104041655e-21
With FLAIR,Right,G_temporal_inf,Thickness StdDev,0.7647058823529411,1.1418728939402379e-24,8.11186503855145e-21
With FLAIR,Right,G_temporal_middle,Average Thickness,0.6823529411764706,3.7818083580237564e-19,2.6865966575400766e-15
With FLAIR,Right,G_temporal_middle,Gray Matter Volume,0.6470588235294118,4.444938207324419e-17,3.1576841024832675e-13
With FLAIR,Right,Lat_Fis-ant-Horizont,Average Thickness,0.5529411764705883,2.7137943795735474e-12,1.927879527249048e-08
With FLAIR,Right,Pole_occipital,Average Thickness,0.8823529411764706,9.277191425792317e-35,6.590516788882862e-31
With FLAIR,Right,Pole_occipital,Gray Matter Volume,0.8117647058823529,2.455218228993373e-28,1.7441870298768922e-24
With FLAIR,Right,Pole_occipital,Thickness StdDev,0.6235294117647059,8.71960660428762e-16,6.194408531685925e-12
With FLAIR,Right,Pole_temporal,Average Thickness,0.5764705882352941,2.1409465254631397e-13,1.5209284116890145e-09
With FLAIR,Right,Pole_temporal,Gray Matter Volume,0.7764705882352941,1.5124144290599178e-25,1.0744192104041655e-21
With FLAIR,Right,Pole_temporal,Thickness StdDev,0.7411764705882353,5.52399549341219e-23,3.9242463985200193e-19
With FLAIR,Right,S_circular_insula_ant,Thickness StdDev,0.5176470588235295,9.537994392598736e-11,6.775791216502142e-07
With FLAIR,Right,S_circular_insula_sup,Average Thickness,0.5529411764705883,2.7137943795735474e-12,1.927879527249048e-08
With FLAIR,Right,S_front_inf,Average Thickness,0.5764705882352941,2.1409465254631397e-13,1.5209284116890145e-09
With FLAIR,Right,S_front_middle,Average Thickness,0.6352941176470588,2.0073914484690925e-16,1.4260508849924432e-12
With FLAIR,Right,S_front_middle,Thickness StdDev,0.6588235294117647,9.457315334732807e-18,6.718476813794187e-14
With FLAIR,Right,S_interm_prim-Jensen,Average Thickness,0.5764705882352941,2.1409465254631397e-13,1.5209284116890145e-09
With FLAIR,Right,S_oc-temp_lat,Average Thickness,0.4,1.8356003919252995e-06,0.013040105184237328
With FLAIR,Right,S_oc_middle&Lunatus,Average Thickness,0.4588235294117647,1.915138795035636e-08,0.00013605145999933158
With FLAIR,Right,S_oc_sup&transversal,Average Thickness,0.43529411764705883,1.2947560683459007e-07,0.0009197947109529279
With FLAIR,Right,S_occipital_ant,Average Thickness,0.4,1.8356003919252995e-06,0.013040105184237328
With FLAIR,Right,S_orbital-H_Shaped,Gray Matter Volume,0.5529411764705883,2.7137943795735474e-12,1.927879527249048e-08
With FLAIR,Right,S_orbital_lateral,Average Thickness,0.611764705882353,3.6463809436111864e-15,2.590389022341387e-11
With FLAIR,Right,S_orbital_lateral,Thickness StdDev,0.4,1.8356003919252995e-06,0.013040105184237328
With FLAIR,Right,S_precentral-inf-part,Average Thickness,0.4470588235294118,5.052706608179125e-08,0.00035894427744504506
With FLAIR,Right,S_suborbital,Average Thickness,0.6352941176470588,2.0073914484690925e-16,1.4260508849924432e-12
With FLAIR,Right,S_subparietal,Average Thickness,0.4235294117647059,3.223678374248977e-07,0.0022901011170664734
With FLAIR,Right,S_temporal_inf,Average Thickness,0.4823529411764706,2.517039559189693e-09,1.7881049028483578e-05
With FLAIR,Right,S_temporal_sup,Average Thickness,0.7294117647058823,3.5545710131521912e-22,2.5251672477433167e-18
With FLAIR and MPRAGE Flag,Left,G&S_cingul-Ant,Gray Matter Volume,0.4588235294117647,1.915138795035636e-08,0.00013605145999933158
With FLAIR and MPRAGE Flag,Left,G&S_cingul-Mid-Post,Gray Matter Volume,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR and MPRAGE Flag,Left,G&S_frontomargin,Average Thickness,0.4117647058823529,7.801301665682524e-07,0.005542044703300865
With FLAIR and MPRAGE Flag,Left,G&S_frontomargin,Gray Matter Volume,0.611764705882353,3.6463809436111864e-15,2.590389022341387e-11
With FLAIR and MPRAGE Flag,Left,G&S_frontomargin,Thickness StdDev,0.4588235294117647,1.915138795035636e-08,0.00013605145999933158
With FLAIR and MPRAGE Flag,Left,G&S_occipital_inf,Average Thickness,0.788235294117647,1.8905180363248972e-26,1.343024013005207e-22
With FLAIR and MPRAGE Flag,Left,G&S_occipital_inf,Gray Matter Volume,0.6588235294117647,9.457315334732807e-18,6.718476813794187e-14
With FLAIR and MPRAGE Flag,Left,G&S_occipital_inf,Thickness StdDev,0.4235294117647059,3.223678374248977e-07,0.0022901011170664734
With FLAIR and MPRAGE Flag,Left,G&S_paracentral,Average Thickness,0.8941176470588236,5.7622306992498864e-36,4.093488688747119e-32
With FLAIR and MPRAGE Flag,Left,G&S_paracentral,Gray Matter Volume,0.8117647058823529,2.455218228993373e-28,1.7441870298768922e-24
With FLAIR and MPRAGE Flag,Left,G&S_subcentral,Average Thickness,0.6470588235294118,4.444938207324419e-17,3.1576841024832675e-13
